dataset	column	dtype	description	n_unique_values	n_empty_values	bids_levels	bids_units	is_categorical	min	max	standardized_var	assessment_term	assessment_label	age_format
ds006673	haircolor	string	Hair color of participant	3	1		N/A	True						
ds006673	hairshape	string	Hair type of participant	4	0		N/A	True						
ds006673	hairtexture	string	Texture of individual hair strands	3	0		N/A	True						
ds004733	participant_id	string	Participant Identifier	17	0			False			nb:ParticipantID			
ds004733	age	Int64	Age of Participant at first session	9	0		years	True	19	27	nb:Age			nb:FromFloat
ds004733	sex	string	Sex of Participant	2	0	M, F		True			nb:Sex			
ds004733	notes	string	Notes worth mentioning about the participant and their data.	1	16			True						
ds003076	participant_id	string		17	0			False			nb:ParticipantID			
ds003076	age	Int64	Age at first study session	9	0			True	19	30	nb:Age			nb:FromFloat
ds005964	participant_id	string	Unique participant identifier	17	0			False			nb:ParticipantID			
ds005964	age	Int64	Age of the participant at time of testing	0	17		years	True			nb:Age			nb:FromFloat
ds005964	sex	Int64	Biological sex of the participant	0	17	F, M		True			nb:Sex			
ds005964	hand	Int64	Handedness of the participant	0	17	R, L, A		True						
ds005964	weight	Int64	Body weight of the participant	0	17		kg	True						
ds005964	height	Int64	Body height of the participant	0	17		m	True						
ds001525	participant_id	string		17	0			False			nb:ParticipantID			
ds001525	age	Int64		10	0			False	18	35	nb:Age			nb:FromFloat
ds001525	sex	string		2	0			True			nb:Sex			
ds001525	handedness	Float64		6	0			True	0.4	1.0				
ds006459	participant_id	Int64	Unique participant identifier	17	0		N/A	False	1	17	nb:ParticipantID			
ds006459	age	Int64	age of the participant	11	0		year	False	19	36	nb:Age			nb:FromFloat
ds006459	sex	string	sex of the participant as reported by the participant	2	0	M, F		True			nb:Sex			
ds006459	handedness	string	handedness of the participant as reported by the participant	2	1	L, R		True						
ds006459	HeadCircumference	Float64	Circumference of participant's head	8	0		centimeters	True	53.0	59.0				
ds006459	NasiontoInion	Float64	Measurement from nasion to nasion	10	0		centimeters	False	32.0	38.0				
ds006459	EartoEar	Float64	Measurement from one ear to the other across the top of the head	6	0		centimeters	True	34.0	38.0				
ds006459	ArrayWornOrder	string	The study collected Word-Color Stroop response from each subject while wearing a High-Density (HD) array and separately while wearing a Sparse array. Order of cap worn varied per subject. This documents which array was worn first for testing and then switching to the other array for testing.	2	0			True						
ds006459	CapSize	Int64	fNIRS headcaps were available for circumference sizes of 54cm, 56cm, 58cm. This documents which cap was prepared (based on subject's pre-study self-reported head size) and worn by the subject during testing.	3	0			True	54	58				
ds004105	participant_id	string		17	0			False			nb:ParticipantID			
ds004105	group	string	type of subject group the subject belongs to (e.g. autistic, normal, control...)	1	0			True						
ds004105	year_of_birth	Int64	subject’s year of birth only	12	0			False	1976	1995				
ds004105	legacy_labID	Int64	labID used to reference the subject in ESS	17	0			False	2013	2075				
ds000117	participant_id	string	Participant identifier	17	0			False			nb:ParticipantID			
ds000117	age	Int64	Age in years for the first session	7	1			True	23	31	nb:Age			nb:FromFloat
ds000117	sex	string	self-rated by participant, M for male/F for female	2	1			True			nb:Sex			
ds000117	first_ses	string	Which of MEG/MRI session they did first	2	1			True						
ds005295	participant_id	string	Participant identifier	17	0			False			nb:ParticipantID			
ds005295	age	Int64	Age in years (TODO - verify) as in the initial session, might not be correct for other sessions	5	0			True	18	38	nb:Age			nb:FromFloat
ds005295	sex	string	self-rated by participant, M for male/F for female (TODO: verify)	2	0			True			nb:Sex			
ds005295	group	string	(TODO: adjust - by default everyone is in control group)	1	0			True						
ds005261	participant_id	string	Unique participant identifier	17	0			False			nb:ParticipantID			
ds005261	age	Int64	Age of the participant at time of testing	10	0		years	False	21	34	nb:Age			nb:FromFloat
ds005261	sex	string	Biological sex of the participant	2	0	F, M		True			nb:Sex			
ds001306	participant_id	string		17	0			False			nb:ParticipantID			
ds001306	age	Float64		17	0			False	20.895890411	33.2575342466	nb:Age			nb:FromFloat
ds001306	gender	string		2	0			True			nb:Sex			
ds001306	handedness	string		1	0			True						
ds003517	participant_id	string	unique participant identifier	17	0			False			nb:ParticipantID			
ds003517	Original_ID	Int64	participant identifier from recording	17	0			False	601	618				
ds003517	sex	string	sex of the participant	2	0			True			nb:Sex			
ds003517	age	Int64	age of the participant	6	0			True	18	39	nb:Age			nb:FromFloat
ds004230	participant_id	string		17	0			False			nb:ParticipantID			
ds004230	age	Int64	age of participant/subject	14	0		years	False	22	54	nb:Age			nb:FromFloat
ds004230	sex	string	sex of particpant/subject	2	0	M, F		True			nb:Sex			
ds000005	participant_id	string		16	0			False			nb:ParticipantID			
ds000005	sex	string		2	0			True			nb:Sex			
ds000005	age	Int64		8	0			True	19	28	nb:Age			nb:FromFloat
ds005186	participant_id	string	String value indicating unique identifier used to identify individuals for BIDs dataset.	16	0			False			nb:ParticipantID			
ds005186	treatment	string	String value indicating housing condition treatment.SH indicates standard housing and EE indicates environmental enrichment housing.	2	0			True						
ds005186	sex	string	String value indicating phenotypical sex. F indicates female, and M indicates male.	2	0			True			nb:Sex			
ds005186	mouse_strain	string	String value indicating inbred mouse strain. C58 indicates C58/J mice, and C57 indicates C57BL/6J mice.	1	0			True						
ds005186	RRB	Int64	Number indicating total number of vertical jumps per night. This is a measure of repetitive motor behavior.	16	0			False	638	46790				
ds006833	participant_id	string	anonymized, BIDS compatible identification	16	0			False			nb:ParticipantID			
ds006833	sex	string		2	0	M, F		True			nb:Sex			
ds006833	age	Int64	Age of the subject at time of scan with 3 digits	10	0			False	24	39	nb:Age			nb:FromFloat
ds006833	GUID	string	Unique participant ID as set in the INT	16	0			False						
ds004493	participant_id	string		16	0			False			nb:ParticipantID			
ds004493	age	Int64		10	0			False	19	31	nb:Age			nb:FromFloat
ds004493	sex	string		2	0			True			nb:Sex			
ds004493	handedness	Int64		0	16			True						
ds000138	participant_id	string		16	0			False			nb:ParticipantID			
ds000138	sex	string		2	0			True			nb:Sex			
ds000138	age	Int64		9	0			True	23	40	nb:Age			nb:FromFloat
ds000001	participant_id	string		16	0			False			nb:ParticipantID			
ds000001	sex	string		3	0			True			nb:Sex			
ds000001	age	Int64		8	0			True	19	30	nb:Age			nb:FromFloat
ds005483	participant_id	string		16	0			False			nb:ParticipantID			
ds005483	sex	string	Sex of the participant(s)	2	0	Male, Female, Other		True			nb:Sex			
ds005483	age	Int64	Age of the participant(s)	13	0		year	False	52	70	nb:Age			nb:FromFloat
ds005483	weight	Float64	Body weight of the participant(s)	16	0		kg	False	54.9	112.6				
ds004018	participant_id	string		16	0			False			nb:ParticipantID			
ds004018	testing_date	string		12	0			False						
ds004018	sex	string		2	0			True			nb:Sex			
ds004018	age	Int64		11	2			False	18	38	nb:Age			nb:FromFloat
ds005783	participant_id	string		16	0			False			nb:ParticipantID			
ds005783	age	Int64		10	0			False	20	46	nb:Age			nb:FromFloat
ds005783	sex	string		2	0			True			nb:Sex			
ds005783	group	string		1	0			True						
ds005148	participant_num	Int64		16	0			False	1	95				
ds005148	participant_id	string		16	0			False			nb:ParticipantID			
ds005371	participant_id	string	Unique participant identifier	16	0			False			nb:ParticipantID			
ds005371	sex	string	Sex of the participant as reported by the participant	2	0	M, F		True			nb:Sex			
ds005371	age	Int64	Age of the participant	13	0		years	False	19	74	nb:Age			nb:FromFloat
ds005371	visit_1	string	Date of participants first scan session	11	0			False						
ds005371	visit_2	string	Date of participants second scan session	14	0			False						
ds005371	days_since_visit_1	Int64	Interval between participants first and second scan sessions	4	0		days	True	0	29				
ds005127	participant_id	string	Participant identifier of the form sub-<label>	16	0			False			nb:ParticipantID			
ds005127	age	Float64	age of the participant at the time of ses-1	14	0		years	False	20.8	33.1	nb:Age			nb:FromFloat
ds005127	sex	string	sex of the participant as reported by the participant	2	0	M, F		True			nb:Sex			
ds005127	handedness	string	handedness of the participant as reported by the participant	1	0	left, right		True						
ds005594	participant_id	string	Unique participant identifier	16	0			False			nb:ParticipantID			
ds005594	recording_restarted	Int64	Whether the recording was restarted due to a technical issue. This applies to one participant, for whom the experiment crashed partway through.	2	0	0, 1		True	0	1				
ds005594	recording_interrupted	Int64	Whether the recording was interrupted. In this case, the recording crashed partway through the experiment, and was continued in a separate brainvision file. Some data is missing from the period during which the recording was restarted. The files in this BIDS repository are joined end-to-end into one EEG file. This problem occurred for one participant.	2	0	0, 1		True	0	1				
ds005594	age	Int64	Age of the participant at time of testing	6	0		years	True	20	27	nb:Age			nb:FromFloat
ds005594	gender	string	Self-reported gender of the participant	2	0	F, M, NB		True			nb:Sex			
ds005594	hand_index	Float64	Laterality Quotient from the Short Form of the Edinburgh Handedness Inventory (from -100 [completely left] to 100 [completely right]).	2	0			True	66.7	100.0				
ds005594	hand	string	Handedness of the participant	1	0	R, L, A		True						
ds005594	other_lang	string	A semicolon-separated list of languages that the participant speaks in addition to German.	7	0			True						
ds005594	other_lang_level	string	A semicolon-separated list of the CEFR level to which the participant speaks each language listed in other_lang. The order of entries in the list matches that in other_lang.	12	0			False						
ds005594	multiling_read	Int64	Whether the participant often reads in a language, in addition to German.	2	0	0, 1		True	0	1				
ds005594	other_lang_read	string	A semicolon-separated list of languages that the participant reads, in addition to German.	2	3			True						
ds005594	head_circum	Float64	Circumference of the head, as measured for the EEG cap.	11	0		cm	False	52.0	62.0				
ds005594	tired	Int64	A rating on how tired the participant feels (made after the experiment).	4	0	1, 5		True	2	5				
ds005594	sleep_h	Float64	How many hours of sleep the participant had last night.	6	0		hours	True	6.0	8.5				
ds005594	caffeine	string	Whether the participant reported drinking caffeine in the last 6 hours.	2	0	yes, no		True						
ds005594	caf_drink	string	A semicolon-separated list of which caffeinated drinks the participant reported drinking in the last 6 hours.	4	5			True						
ds005594	strategy	string	A self-reported description of the strategy used by the participant during the experiment ('no' or missing data correspond to no self-reported strategy).	9	3			True						
ds005594	inner_speech	string	Whether the participant reported internally pronouncing the letters that were presented.	2	0	yes, no		True						
ds004357	participant_id	string		16	0			False			nb:ParticipantID			
ds004357	Date	string	Date of testing	9	0			True						
ds004357	Age	Int64	Age at time of testing	8	0			True	18	27	nb:Age			nb:FromFloat
ds004357	Gender	string	Self-described gender	2	0			True			nb:Sex			
ds004357	Handedness	string	Self-described dominant hand	2	0			True						
ds004357	corrected_to_normal_vision	string	Self-described normal vision	2	0			True						
ds001541	participant_id	Int64		16	0			False	562	667	nb:ParticipantID			
ds001541	session	Int64	acquistion session for this animal	9	0			True	1	9	nb:SessionID			
ds001541	run1	string	Acquisition condition for run1	6	0	100, 33, 66, l100, f100, r100		True						
ds001541	run2	string	Acquisition condition for run1	7	9	100, 33, 66, l100, f100, r100		True						
ds001541	run3	string	Acquisition condition for run1	7	9	100, 33, 66, l100, f100, r100		True						
ds001541	run4	string	Acquisition condition for run1	3	22	100, 33, 66, l100, f100, r100		True						
ds001541	Viral_infusion_date	string	Date when AAV injection into DRN was carried out	8	0			True						
ds001541	MRI_acquisition_date	string	Date when MRI was carried out	14	0			False						
ds001541	weight	Float64	Animal weight in gram	43	0			False	21.2	34.5				
ds001541	group	string	Experimental group	2	0	exp, con		True						
ds001541	day_post_infusion	Int64	Days between viral vector injection and MRI acquisition	30	0			False	15	143				
ds001541	gender	string	B6.Cg-Tg(Fev-cre)1Esd/J (ePet-cre mice)  between 8 and 16 weeks, weighting between 20 and 23g	2	0			True			nb:Sex			
ds001541	viral_vector	string	Viral vector injected	2	0	ChR2-eYFP, eYFP		True						
ds003758	participant_id	string		15	0			False			nb:ParticipantID			
ds003758	age	Int64		7	0			True	18	28	nb:Age			nb:FromFloat
ds003758	sex	string		2	0			True			nb:Sex			
ds003397	participant_id	string	Participant identifier	15	0			False			nb:ParticipantID			
ds003397	group	string	groups of different injection types	3	0			True						
ds003397	hb	Float64	Haemoglobin	15	0			False	10.1	16.1				
ds003397	bsl	Float64	Blood sugar level	11	0			False	4.2	5.5				
ds003397	age	Int64	Age in years	3	0			True	18	20	nb:Age			nb:FromFloat
ds003397	gender	string	self-rated by participant, M for male/F for female	2	0			True			nb:Sex			
ds003397	handedness	string	handedness of the participant as reported by the participant	1	0			True						
ds003397	yrs_of_education	Int64		4	0			True	12	15				
ds003397	highest_level_education_completed	Int64	the highest level of formal education completed (i.e., does not include uncompleted education or education currently undertaken)	1	0			True	4	4				
ds003397	english_as_first_language	string	english as first language	4	0			True						
ds003397	visual_impairment	string	any kind of vision impairment including wearing reading glasses	4	0			True						
ds003397	visual_impairment_specify	string	description of visual impairment	8	6			True						
ds003397	hearing_impairment	string	whether the participant has hearing impairment	2	0			True						
ds003397	hearing_impairment_specify	Int64		0	15			True						
ds003397	personal_history_mental_illness	string	whether the participant has history mental illness	3	0			True						
ds003397	personal_history_mental_illness_specify	string		1	14			True						
ds003397	personal_history_mental_illness_ever_diagnosed	string	Whether a family member had suspected or diagnosed mental illness	1	14			True						
ds003397	personal_history_mental_illness _receive_treatment	string		1	14			True						
ds003397	family_history_mental_illness	string	whether the participant has family history mental illness	4	0			True						
ds003397	family_history_mental_illness_specify	string		4	11			True						
ds003397	family_history_mental_illness_ever_diagnosed	string		3	11			True						
ds003397	family_history_dementia	string	Whether a family member had suspected or diagnosed dementia	4	0			True						
ds003397	family_history_dementia_specify	string	specify the family member had suspected or diagnosed dementia and the condition	4	11			True						
ds003397	family_history_dementia_ever_diagnosed	string	Whether the family member had diagnosed dementia	3	11			True						
ds003397	cardiovascular_illness_ever	string		2	0			True						
ds003397	diabetes_ever	string		2	0			True						
ds003397	current_tobacco	string	Whether the person has tobacco currently	4	0			True						
ds003397	current_tobacco_average_how_many_per_day	string		3	12			True						
ds003397	ever_smoked	string	whether the participant ever smoked	4	0			True						
ds003397	ever_smoked_average_how_many_per_day	string		3	12			True						
ds003397	ever_consumed_alcohol	string	whether the participant ever consumed alcohol	4	0			True						
ds003397	alcohol_how_often	string		7	4			True						
ds003397	standard_drinks_per_drinking_occasion	string		7	3			True						
ds003397	recreational_drugs_last_6_months	string	used recreational drugs in last 6 months	3	0			True						
ds003397	recreational_drugs_specify	string		2	12			True						
ds003397	recreational_drugs_how_often	string		2	13			True						
ds003397	bolus_mbq	Float64		10	1			False	0.0	266.71				
ds003397	infusion_mbq	Float64		10	1			False	0.0	271.95				
ds003397	total_infusion_duration	string		7	5			True						
ds003397	pet_scan_start	string		15	0			False						
ds003397	bolus_injection_time	string		10	5			False						
ds003397	infusion_start_time	string		10	5			False						
ds003397	epi_start_time	string		15	0			False						
ds000170	participant_id	string		15	0			False			nb:ParticipantID			
ds000170	handedness	string		1	0			True						
ds000170	sex	string		2	0			True			nb:Sex			
ds000170	age	Int64		11	0			False	19	35	nb:Age			nb:FromFloat
ds003194	participant_id	string		15	0			False			nb:ParticipantID			
ds003194	sex	Int64		2	0			True	0	1	nb:Sex			
ds004656	participant_id	string		15	0			False			nb:ParticipantID			
ds004656	age	Int64		4	0			True	22	25	nb:Age			nb:FromFloat
ds004656	sex	string		1	0			True			nb:Sex			
ds004656	Race	string		3	0			True						
ds004656	Height_cm	Float64		15	0			False	159.5	179.0				
ds004656	Weight_kg	Float64		14	0			False	53.7	78.4				
ds004656	BMI	Float64		15	0			False	19.3	28.0				
ds004656	Android	Float64		15	0			False	15.2	44.7				
ds004656	Gynoid	Float64		15	0			False	27.4	46.2				
ds004656	DXA_fat_per	Float64		15	0			False	21.6	41.2				
ds004656	DXA_lean_g	Int64		15	0			False	33877	56810				
ds004656	DXA_FF_g	Int64		15	0			False	36002	60330				
ds004656	DXA_fat_g	Int64		15	0			False	12238	28165				
ds004656	Whole_BMC_g	Int64		15	0			False	2117	3520				
ds004656	AM_Days_mensturation	Int64		8	0			True	1	37				
ds004656	AM_VAS_hunger	Float64		13	0			False	0.1	8.0				
ds004656	AM_VAS_fullness	Float64		13	0			False	0.1	4.7				
ds004656	AM_VAS_desire_for_food	Float64		13	0			False	0.2	7.8				
ds004656	AM_VAS_think	Float64		12	0			False	1.3	7.3				
ds004656	AM_VAS_urge	Float64		13	0			False	0.1	7.8				
ds004656	AM_VAS_preoccupied	Float64		12	0			False	0.1	5.7				
ds004656	PM_Days_mensturation	Int64		13	0			False	4	32				
ds004656	PM_VAS_hunger	Float64		12	0			False	1.0	10.0				
ds004656	PM_VAS_fullness	Float64		14	0			False	0.2	7.1				
ds004656	PM_VAS_desire_for_food	Float64		14	0			False	0.8	9.8				
ds004656	PM_VAS_think	Float64		14	0			False	2.7	9.3				
ds004656	PM_VAS_urge	Float64		15	0			False	1.4	9.4				
ds004656	PM_VAS_preoccupied	Float64		14	0			False	0.8	10.0				
ds005009	participant_id	string		15	0			False			nb:ParticipantID			
ds005009	age	Int64	age of the participant	8	0		years	True	20	32	nb:Age			nb:FromFloat
ds005009	sex	string	sex of the participant	2	0	M, F		True			nb:Sex			
ds000149	participant_id	string		15	0			False			nb:ParticipantID			
ds000149	sex	string		2	0			True			nb:Sex			
ds000149	age	Int64		10	0			False	18	33	nb:Age			nb:FromFloat
ds004645	participant_id	string		15	0			False			nb:ParticipantID			
ds004645	sex	string	sex of the participant as reported by the participant	2	0	m, f		True			nb:Sex			
ds004645	age	Int64	age of the participant	9	0		years	True	22	42	nb:Age			nb:FromFloat
ds002711	participant_id	string		15	0			False			nb:ParticipantID			
ds002711	sex	string		2	0			True			nb:Sex			
ds002711	age	Int64		9	0			True	24	57	nb:Age			nb:FromFloat
ds006893	participant_id	string		15	0			False			nb:ParticipantID			
ds006893	Follicular	string		3	0			True						
ds006893	Luteal	string		3	0			True						
ds004956	participant_id	string	Unique participant identifier	15	0			False			nb:ParticipantID			
ds004956	age	Int64	Age of the participant at time of testing	13	0		years	False	21	55	nb:Age			nb:FromFloat
ds004956	sex	string	Biological sex of the participant	2	0	F, M		True			nb:Sex			
ds004956	group	string	By default everyone belongs to the control group	1	0			True						
ds004254	participant_id	string	Participant identifier	15	0			False			nb:ParticipantID			
ds004254	exp_group	string	Experimental groups	3	0			True						
ds004254	mouse_strain	string	Mouse strain	1	0			True						
ds004254	mouse_sex	string	Mouse sex	1	0			True						
ds004254	date_run	string	Date of imaging session	13	0			False						
ds006840	participant_id	string	Unique participant identifier	15	0			False			nb:ParticipantID			
ds006840	age	Int64	Age of the participant at time of testing	0	15		years	True			nb:Age			nb:FromFloat
ds006840	sex	Int64	Biological sex of the participant	0	15	F, M		True			nb:Sex			
ds006840	hand	Int64	Handedness of the participant	0	15	R, L, A		True						
ds006840	weight	Int64	Body weight of the participant	0	15		kg	True						
ds006840	height	Int64	Body height of the participant	0	15		m	True						
ds004752	participant_id	string		15	0			False			nb:ParticipantID			
ds004752	usz_identifier	Int64	unique patient ID at USZ's database	15	0			False	13	45				
ds004752	sciAdv_identifier	Int64	unique patient ID according to Science Advance paper	9	6			True	1	9				
ds004752	eLife_identifier	Int64	unique patient ID according to eLife paper	15	0			False	1	15				
ds004752	age	Int64	age of the participant at the time of the task	13	0		years	False	18	56	nb:Age			nb:FromFloat
ds004752	sex	string	sex of the participant as reported by the participant	2	0	M, F		True			nb:Sex			
ds004752	pathology	string	clinical diagnosis of the patient with focal-epilepsy	9	0			True						
ds005340	participant_id	string	Participant	15	0			False			nb:ParticipantID			
ds005340	age	Int64	Age	7	0		years	True	19	35	nb:Age			nb:FromFloat
ds005340	gender	string	Gender	2	0			True			nb:Sex			
ds005340	race	string	Race	4	0			True						
ds005340	ethnicity	string	Ethnicity	1	0			True						
ds005340	l_500	Int64	hearing threshold for 500 Hz in the left ear	4	0		dB HL	True	0	15				
ds005340	l_1000	Int64	hearing threshold for 1000 Hz in the left ear	4	0		dB HL	True	-5	10				
ds005340	l_2000	Int64	hearing threshold for 2000 Hz in the left ear	5	0		dB HL	True	-5	20				
ds005340	l_4000	Int64	hearing threshold for 4000 Hz in the left ear	3	0		dB HL	True	0	10				
ds005340	l_8000	Int64	hearing threshold for 8000 Hz in the left ear	4	0		dB HL	True	0	15				
ds005340	r_500	Int64	hearing threshold for 500 Hz in the right ear	4	0		dB HL	True	0	15				
ds005340	r_1000	Float64	hearing threshold for 1000 Hz in the right ear	4	1		dB HL	True	0.0	15.0				
ds005340	r_2000	Int64	hearing threshold for 2000 Hz in the right ear	5	0		dB HL	True	-5	15				
ds005340	r_4000	Int64	hearing threshold for 4000 Hz in the right ear	3	0		dB HL	True	0	10				
ds005340	r_8000	Int64	hearing threshold for 8000 Hz in the right ear	5	0		dB HL	True	-5	15				
ds001344	participant_id	string		15	0			False			nb:ParticipantID			
ds001344	age	Int64		7	0			True	22	41	nb:Age			nb:FromFloat
ds001344	sex	string		2	0			True			nb:Sex			
ds004798	participant_id	string		15	0			False			nb:ParticipantID			
ds004798	age	Int64	age of the participant	13	0		years	False	18	67	nb:Age			nb:FromFloat
ds004798	sex	string	sex of the participant as reported by the participant	2	0	M, F		True			nb:Sex			
ds004798	group	string	participant group assignment	1	0			True						
ds005429	participant_id	string		15	0			False			nb:ParticipantID			
ds005429	age	Int64		10	2			False	19	49	nb:Age			nb:FromFloat
ds005429	sex	string		2	1			True			nb:Sex			
ds005429	handedness	string		2	4			True						
ds004816	participant_id	string		15	0			False			nb:ParticipantID			
ds004816	date	string		6	0			True						
ds004816	age	Int64		10	0			False	19	41	nb:Age			nb:FromFloat
ds004816	handedness	string		1	0			True						
ds004816	gender	string		2	0			True			nb:Sex			
ds004816	native_speaker	string		2	0			True						
ds000229	participant_id	string		15	0			False			nb:ParticipantID			
ds000229	sex	string		2	0			True			nb:Sex			
ds000229	age	Int64		7	0			True	19	31	nb:Age			nb:FromFloat
ds000229	bmi	Float64		14	0			False	19.2	24.4				
ds003965	participant_id	string		15	0			False			nb:ParticipantID			
ds003965	sex	string	(Self-reported) biological sex of participant	2	0	M, F		True			nb:Sex			
ds004489	participant_id	string		15	0			False			nb:ParticipantID			
ds004489	age	Int64		9	0			True	19	28	nb:Age			nb:FromFloat
ds004489	gender	string		2	0			True			nb:Sex			
ds004489	handedness	string		3	0			True						
ds004489	handednessScore	Float64		5	0			True	0.5	20.0				
ds004489	twre_index	Float64		14	0			False	104.0	132.0				
ds004489	twre_pde_ss	Float64		14	0			False	100.0	130.0				
ds004489	twre_swe_ss	Float64		11	0			False	108.0	130.0				
ds004194	participant_id	string	Unique participant identifier	14	0			False			nb:ParticipantID			
ds004194	age	Int64	Age of the participant at time of testing	13	0		years	False	18	47	nb:Age			nb:FromFloat
ds004194	sex	string	Biological sex of the participant	2	0	Female, Male		True			nb:Sex			
ds004194	group	string	Group participant belongs to	2	0	Patient, Control		True						
ds004194	site	string	Site where data was acquired	2	0	NYU, UMCU		True						
ds004194	high_density_grid	string	Whether the patient had a high density grid implanted	2	0			True						
ds004194	visual	string	Whether participant performed visual BAIR tasks	1	0			True						
ds004194	motor	string	Whether participant performed motor BAIR tasks	1	0			True						
ds004194	tactile	string	Whether participant performed tactile BAIR tasks	1	0			True						
ds006444	participant_id	string	Unique participant identifier	14	0			False			nb:ParticipantID			
ds006444	sex	string	Sex of the participant as reported by the participant	2	0	M, F		True			nb:Sex			
ds006444	age	Int64	Age of the participant	11	0		years	False	19	66	nb:Age			nb:FromFloat
ds006444	visit_1	string	Date of participants first scan session	10	0			False						
ds006444	visit_2	string	Date of participants second scan session	13	0			False						
ds006444	days_since_visit_1	Int64	Interval between participants first and second scan sessions	4	0		days	True	0	29				
ds005077	participant_id	string		14	0			False			nb:ParticipantID			
ds005077	sex	string	Sex of the participant(s)	1	3	M, F, O		True			nb:Sex			
ds005077	age	Int64	Age of the participant(s)	5	3		week olds	True	22	33	nb:Age			nb:FromFloat
ds003834	participant_id	string	Participant identifier	14	0			False			nb:ParticipantID			
ds003834	age	Int64	Age in years	6	0			True	25	31	nb:Age			nb:FromFloat
ds003834	sex	string	Self-rated by participant, M for male, F for female	2	0			True			nb:Sex			
ds003922	participant_id	string	Unique participant identifier	14	0			False			nb:ParticipantID			
ds003922	age	Int64	Age of the participant at time of testing	7	0		years	True	21	88	nb:Age			nb:FromFloat
ds003922	sex	string	Biological sex of the participant	2	0	F, M		True			nb:Sex			
ds003922	hand	string	Handedness of the participant	1	0	R, L, A		True						
ds000200	participant_id	string		14	0			False			nb:ParticipantID			
ds000200	MnExposition	string		2	0			True						
ds000200	age	Int64		7	0			True	12	19	nb:Age			nb:FromFloat
ds000200	gender	string		2	0			True			nb:Sex			
ds000200	Obvolume_mm3	Int64		12	2			False	71	179				
ds000200	Id12items	Int64		6	1			True	5	12				
ds000200	avg_rating	Float64		9	1			True	1.5	7.5				
ds000200	BOLD in VOI Olf	Float64		9	2			True	0.031	0.113				
ds000200	notes	string		2	12			True						
ds000008	participant_id	string		14	0			False			nb:ParticipantID			
ds000008	sex	string		2	0			True			nb:Sex			
ds000008	age	Int64		9	0			True	20	37	nb:Age			nb:FromFloat
ds000006	participant_id	string		14	0			False			nb:ParticipantID			
ds000006	sex	string		2	0			True			nb:Sex			
ds000006	age	Int64		8	0			True	19	35	nb:Age			nb:FromFloat
ds004774	participant_id	string		14	0			False			nb:ParticipantID			
ds004774	age	Float64		13	0			False	6.0	65.0	nb:Age			nb:FromFloat
ds004774	sex	string		2	0			True			nb:Sex			
ds002034	participant_id	string		14	0			False			nb:ParticipantID			
ds002034	age	Int64		5	0		Years	True	21	27	nb:Age			nb:FromFloat
ds002034	sex	string		2	0	F, M		True			nb:Sex			
ds002680	participant_id	string	Unique participant identifier	14	0			False			nb:ParticipantID			
ds002680	gender	string	Sex of the participant	2	0	M, F		True			nb:Sex			
ds007156	participant_id	string	Participant identifier	14	0			False			nb:ParticipantID			
ds007156	age	Int64	Age in years (TODO - verify) as in the initial session, might not be correct for other sessions	6	0			True	22	35	nb:Age			nb:FromFloat
ds007156	sex	string	self-rated by participant, M for male/F for female (TODO: verify)	2	0			True			nb:Sex			
ds007156	group	string	(TODO: adjust - by default everyone is in control group)	1	0			True						
ds004483	participant_id	string	Unique participant identifier	14	0			False			nb:ParticipantID			
ds004483	age	Int64	Age of the participant at time of testing	11	0		years	False	18	35	nb:Age			nb:FromFloat
ds004483	sex	Int64	Biological sex of the participant	0	14	F, M		True			nb:Sex			
ds004483	hand	Int64	Handedness of the participant	0	14	R, L, A		True						
ds005777	participant_id	string	Unique identifier for each participant in the study.	14	0			False			nb:ParticipantID			
ds005777	MORPHINE	string	Visit identifier for the session when the participant received morphine.	2	0			True						
ds005777	PLACEBO	string	Visit identifier for the session when the participant received the placebo.	2	0			True						
ds007048	participant_id	string		14	0			False			nb:ParticipantID			
ds007048	age	Int64		6	0			True	22	29	nb:Age			nb:FromFloat
ds007048	sex	string		2	0			True			nb:Sex			
ds000011	participant_id	string		14	0			False			nb:ParticipantID			
ds000011	sex	string		2	0			True			nb:Sex			
ds000011	age	Int64		9	0			True	19	37	nb:Age			nb:FromFloat
ds001784	participant_id	string	ID number assigned to participant (prefix sub-).	14	0			False			nb:ParticipantID			
ds001784	study_id	string	Anonymized participant identifier in larger DBS study.	14	0			False						
ds001784	gender	string	Participant's reported gender.	2	0	F, M		True			nb:Sex			
ds001784	age	Int64	Age of participant in years (rounded to protect identities).	5	0		years	True	30	70	nb:Age			nb:FromFloat
ds001784	behavior	boolean	Whether affective MSIT behavioral data is available for the participant.	1	0			True						
ds001784	mri	boolean	Whether an anatomical MRI scan is available for the participant.	2	0			True						
ds001784	eeg	boolean	Whether task EEG data is available for the participant.	2	0			True						
ds001784	rest	boolean	Whether resting state EEG data is available for the participant.	2	0			True						
ds001784	dx	string	Primary diagnosis for participant.	2	0	MDD, OCD		True						
ds001784	ybocs_bl	Float64	Summary score on the Yale-Brown Obessive Compulsive Scale (Y-BOCS) immediately prior to surgery.	2	12			True	31.0	34.0				
ds001784	ybocs_fu	Float64	Summary score on the Yale-Brown Obessive Compulsive Scale (Y-BOCS) at follow-up visit (i.e. time of EEG data collection).	2	12			True	12.0	27.0				
